Gender,Age,Height,Weight,Heart_Rate,Body_Temp,Calories,Duration
female,78,158,55,96,40,84,14
female,58,162,67,107,41,173,26
female,55,151,54,99,40.4,137,23
male,64,183,90,93,40.7,129,22
female,73,168,67,97,40.3,106,18
female,39,162,67,83,39.1,15,4
female,22,153,56,117,40.9,210,29
male,29,187,94,86,37.7,6,2
female,30,141,45,95,40.4,73,14
male,20,203,105,98,40.6,97,20
male,30,179,77,108,40.6,162,26
male,35,197,102,97,39.8,64,12
male,33,188,90,99,40.1,74,14
female,43,154,50,101,41,156,26
female,30,160,60,97,40.7,78,15
female,39,149,56,85,39.5,33,8
male,29,179,80,108,41,175,28
male,22,186,82,89,40.2,43,14
female,22,167,59,99,40.2,85,16
male,54,182,92,106,40.8,207,28
female,33,162,57,88,40.3,69,16
female,25,169,64,107,40.4,135,22
female,33,155,52,82,39.2,26,7
male,43,197,99,96,40,61,11
female,75,152,51,89,38.3,16,3
female,49,174,77,100,40.7,146,26
female,24,162,61,84,38.2,7,2
female,27,166,63,79,38.9,16,5
male,47,177,80,104,40.8,176,27
male,32,207,103,106,40.3,118,18
male,21,189,88,99,40.2,70,15
female,48,168,75,101,41.1,172,30
male,30,175,74,97,40.5,90,20
female,30,168,63,98,40,58,11
female,50,163,58,93,40.3,82,16
male,22,190,91,98,40.1,79,17
female,34,155,51,86,40,46,11
female,36,140,47,86,38.8,13,3
male,55,195,92,91,40.7,119,23
male,60,183,84,97,40.5,111,18
male,36,181,83,81,39.4,21,8
female,45,187,88,103,40.6,120,21
male,20,194,86,106,40.2,113,20
male,73,169,71,104,40.6,197,26
female,20,168,64,104,40.7,137,24
female,24,161,60,103,39.8,69,12
male,61,170,78,93,39.3,44,8
female,50,184,74,80,40.2,43,12
female,33,154,58,87,37.8,4,1
male,20,193,94,99,40.1,81,17
male,61,190,90,85,39.6,32,7
female,40,151,55,111,40.4,167,24
female,34,172,65,115,40.8,199,28
male,38,176,83,107,40.6,171,26
male,79,193,103,99,40.4,132,17
female,68,150,57,111,40.7,178,24
female,71,156,56,98,40.2,91,15
female,78,183,79,104,40.4,131,20
female,54,156,57,82,39.6,32,8
male,25,181,78,106,40.6,114,20
male,29,195,93,78,38.2,4,2
male,30,186,83,96,40,59,13
female,46,163,63,84,38.6,12,3
male,38,188,88,83,39,15,5
female,23,158,59,110,40.3,143,22
female,38,173,71,100,40.8,138,25
male,41,179,81,84,38.6,10,3
male,47,181,81,103,40.9,115,18
male,36,175,82,108,40.5,146,22
female,43,151,52,103,40.6,111,18
male,33,175,70,103,40.6,142,26
male,30,199,103,92,40.4,96,22
female,34,157,60,100,40.7,134,24
male,43,170,76,86,38.9,14,4
male,31,162,66,94,39.1,20,5
male,31,174,83,90,40,37,10
male,36,193,89,78,39.9,20,9
male,52,197,102,107,41,230,30
male,37,181,88,97,40.8,113,22
female,78,167,67,84,38.3,14,3
female,49,172,66,111,40.1,139,20
female,20,147,48,100,40.5,116,21
male,36,174,78,85,39.6,25,8
female,37,174,72,83,39.2,15,4
female,54,149,55,109,40.4,174,25
male,71,210,121,94,39.1,42,6
male,39,178,73,100,40.6,129,24
female,34,156,57,100,40.5,130,23
male,24,176,80,91,40.1,31,9
male,56,185,91,102,40.4,124,18
female,23,146,48,91,39.7,32,7
female,27,163,59,107,40.7,162,26
female,42,155,53,91,40.1,68,14
male,58,164,68,89,38.8,9,2
male,35,194,99,86,39.1,18,5
female,21,177,77,97,40.3,77,16
female,23,158,56,91,39.9,40,9
male,33,172,79,85,38.7,12,4
female,52,156,61,102,40.7,153,25
male,37,174,79,106,40.8,151,24
male,29,164,65,93,38.1,7,2
female,25,167,62,108,41,175,28
male,28,186,89,90,39.7,48,13
male,28,180,78,80,38.9,10,5
male,23,187,87,92,39.8,55,15
female,26,171,62,90,40.1,74,17
male,25,164,67,78,39,5,4
female,48,166,66,92,38.7,29,6
male,77,190,96,103,41,228,28
male,21,176,75,107,40.8,123,22
female,28,155,52,102,40.7,151,26
female,46,163,58,103,40.2,123,20
female,59,153,56,105,40.6,152,23
male,57,184,83,86,38.1,9,2
female,63,165,65,105,40.6,171,26
female,37,159,61,90,40.1,46,10
male,45,192,97,103,40.7,139,21
female,31,146,50,80,39.3,21,6
female,68,156,55,94,40,67,12
female,60,179,72,111,40.8,205,29
male,46,195,97,107,40.3,153,21
female,23,150,48,108,40.6,167,26
female,79,183,78,103,39.7,65,10
female,38,185,77,85,38.7,19,5
female,64,156,56,81,38.9,21,5
female,45,161,65,80,39.5,25,7
female,26,173,71,93,40,64,14
female,59,160,63,91,39.8,65,13
female,52,178,79,83,39,11,3
female,55,158,62,86,40.1,75,17
female,47,152,61,90,38.8,24,5
male,68,167,72,101,40.4,103,15
male,32,187,84,82,39.9,28,11
female,22,168,66,79,39.5,21,7
female,25,162,56,82,38,7,2
male,42,192,89,85,40.3,54,15
male,51,182,88,85,39.6,32,8
female,29,170,64,100,40,87,16
female,27,178,77,104,40.7,108,19
male,30,184,92,74,38.7,4,3
male,66,185,87,84,39.7,36,8
male,42,174,74,93,40.1,67,15
male,36,163,67,91,40.5,64,17
male,42,192,92,91,38.9,32,7
female,34,159,52,102,40.8,171,29
male,28,172,72,81,38.7,10,5
male,44,210,106,90,40.2,91,19
female,56,159,61,101,40.8,121,20
male,61,167,70,86,39.9,38,9
male,64,177,81,112,40.9,197,23
female,21,158,59,85,39.5,26,7
male,26,187,91,92,39.5,27,7
male,70,177,79,110,40.7,204,24
male,52,205,103,105,40.5,104,14
female,69,171,73,102,40.4,94,15
male,70,202,102,106,40.6,159,19
female,25,172,66,88,39.4,20,5
female,75,167,70,84,39.4,27,6
female,48,142,48,95,40.1,60,11
male,26,197,97,86,40.6,54,17
male,31,190,90,112,40.6,165,23
female,25,171,69,92,39.9,53,12
female,31,152,57,102,40.3,98,17
female,23,178,70,101,40.6,107,20
male,25,203,105,112,40.8,209,29
female,79,156,55,89,40.4,84,16
male,32,177,75,101,39.2,42,8
female,37,189,77,99,39.8,69,13
female,26,147,51,96,40.3,98,19
female,27,155,52,98,40.2,97,18
female,52,161,61,97,40.2,111,20
male,23,197,101,97,40.6,90,19
female,72,168,66,102,40.7,166,26
male,44,185,85,103,40.7,164,26
female,52,169,67,96,40.1,97,18
female,71,166,71,90,40.3,80,16
female,52,175,66,83,38.7,12,3
female,23,179,80,95,39.9,69,15
male,72,180,86,117,41.2,265,27
female,35,143,50,89,39.8,50,11
female,72,150,55,100,40.3,108,17
male,25,166,68,106,40.5,126,23
female,48,165,60,110,40.7,193,28
male,48,187,94,95,40.3,105,19
female,41,171,69,105,40.1,129,21
male,71,183,83,89,39.9,55,10
female,42,180,76,119,40.9,219,29
male,79,195,105,98,40.7,154,20
male,29,179,84,111,40.8,190,28
male,27,200,96,107,40.3,139,22
female,42,175,69,83,39.3,19,5
male,42,177,76,89,38.9,20,5
female,30,176,75,85,39.7,45,12
male,70,177,77,89,39.6,48,9
male,49,179,86,100,40.6,110,18
female,39,166,63,104,40.8,158,26
female,29,179,71,99,40.6,105,20
male,31,195,92,98,40.2,87,17
male,28,197,98,94,40.6,58,13
female,46,167,62,80,39.3,18,5
female,34,181,73,101,40.1,99,18
female,50,175,78,96,39.9,99,19
female,23,168,63,101,40.6,137,25
female,70,155,60,95,40.1,74,13
female,45,155,56,100,40.9,158,27
female,26,152,51,93,39.3,29,6
female,63,164,63,102,40.9,176,28
male,73,186,88,106,40.4,165,20
male,48,181,85,103,41,143,22
male,21,187,84,81,39.2,9,5
female,45,166,61,113,41,215,30
male,34,186,92,106,41.1,174,27
female,21,157,57,77,37.8,6,2
female,34,156,56,89,40.1,54,12
male,31,184,89,98,40.6,101,20
male,68,200,102,89,39.8,69,12
male,32,178,78,96,40.2,73,16
female,26,172,66,90,39.9,64,15
female,48,168,64,97,40.1,98,18
male,25,179,76,90,40.3,36,11
male,47,194,94,89,38.7,14,3
male,23,174,75,110,40.7,172,28
male,25,177,76,85,39.1,12,5
male,43,181,83,102,40.4,152,25
male,51,198,95,98,40.5,116,19
male,27,172,71,109,40.6,177,29
female,22,184,84,97,40.4,99,21
female,33,169,71,104,40.9,140,24
female,29,158,51,96,40.5,109,21
male,23,179,84,107,40.6,153,26
female,48,150,51,85,39.2,22,5
female,32,168,62,106,40.8,173,28
male,21,195,94,88,39.2,16,5
male,35,172,72,99,39.8,50,10
male,46,179,80,108,40.7,177,25
female,68,166,64,94,40.6,99,18
female,51,152,56,86,38.5,18,4
female,46,167,70,106,40.5,139,22
male,68,195,98,113,40.9,250,27
female,20,153,56,95,40.4,88,18
female,46,166,66,90,39.8,37,8
female,45,152,54,88,39.9,55,12
male,70,192,93,104,39.7,111,14
male,53,187,89,98,39.7,61,10
male,36,180,84,88,39.4,29,8
female,39,156,53,77,38.6,10,3
female,79,160,64,109,40.5,190,26
male,26,200,100,79,38.6,11,5
male,26,189,93,104,40.9,139,24
female,27,160,60,92,39.9,55,12
male,51,172,82,103,40.5,152,23
female,40,155,61,87,39,17,4
female,38,143,49,87,39,27,6
male,35,190,93,89,39.3,20,5
male,29,177,82,109,40.5,193,30
female,25,179,69,112,40.7,178,27
male,52,160,68,79,39,14,5
female,27,154,53,88,40.1,47,11
male,24,190,93,109,40.8,180,28
male,72,197,98,91,40.3,117,19
female,34,164,69,85,39.1,31,8
female,67,150,51,108,40.6,186,26
female,24,159,62,87,39.6,36,9
male,40,191,91,108,41,203,29
male,27,207,100,88,39.7,28,8
female,73,162,65,91,39.8,42,8
female,24,164,60,95,40.3,83,17
female,29,166,62,93,40.2,61,13
female,29,174,72,89,39.7,42,10
male,20,166,73,94,39.1,21,6
male,42,183,80,98,40.7,129,24
male,49,202,102,103,40.4,139,20
male,55,183,84,80,39,17,5
female,57,173,70,104,40.7,113,18
female,62,178,73,93,40.5,83,16
male,51,181,82,118,40.7,248,28
female,63,178,76,98,39.9,85,15
male,24,196,97,83,39.3,10,4
female,41,174,74,109,40.9,130,20
female,26,144,46,108,40.8,156,24
male,41,180,85,81,38.5,11,4
male,54,197,99,112,40.6,152,18
male,67,187,94,97,40.1,94,14
female,31,151,49,84,38.8,20,5
female,67,177,80,82,38.6,12,3
male,45,185,87,107,40.8,168,24
male,35,174,80,90,40.5,65,17
female,54,175,75,101,39.9,70,12
female,31,145,49,101,40.5,116,20
male,21,166,69,101,40.8,123,27
male,23,194,92,95,39.6,38,9
male,32,189,86,86,40,45,14
female,26,163,57,97,39.8,57,11
female,37,168,67,88,38.2,9,2
male,27,204,109,91,40.3,72,17
male,71,190,90,109,40.9,216,25
male,76,192,97,106,40.8,249,29
female,44,184,86,106,40.6,145,24
female,43,180,80,99,40.6,113,21
male,42,181,78,77,39.7,15,7
male,31,197,99,86,38,7,2
male,71,197,92,91,40,89,15
male,29,187,87,108,40.9,179,28
male,21,182,81,112,40.6,156,24
male,26,191,88,79,38.5,6,3
female,77,163,65,89,40.5,71,14
female,44,169,68,90,39.7,46,10
female,46,168,64,97,40.8,119,22
female,75,168,67,102,40.5,116,18
male,42,176,79,99,40.1,60,11
male,26,185,84,90,40.1,42,12
female,30,178,74,90,40.4,60,14
female,45,169,63,94,40.4,82,16
female,29,159,60,106,40.5,123,20
female,32,161,62,110,41,198,30
female,53,151,55,102,40.9,174,28
male,31,194,91,85,40.1,37,12
female,34,162,62,87,39.4,21,5
female,36,161,57,107,40.7,167,26
female,30,146,47,96,39.8,79,15
female,24,143,48,96,39.6,62,12
female,28,158,55,90,40.1,40,9
female,67,176,74,103,39.6,76,12
male,77,176,78,112,40.8,264,29
male,32,191,92,94,40.5,73,16
female,69,172,69,93,40.8,91,17
female,53,160,63,97,39.9,50,9
male,39,190,96,109,40.6,217,30
female,62,164,63,93,40.4,106,20
female,48,179,82,114,40.7,197,28
female,40,160,58,103,40.5,127,21
female,20,156,54,84,37.7,4,1
female,22,169,60,97,40.6,111,22
male,37,187,86,100,40.5,128,23
female,22,150,54,98,40.3,89,17
male,38,195,93,108,40.7,181,26
female,53,174,73,88,39.4,22,5
female,22,156,51,90,39.9,44,10
male,26,177,80,95,39.9,54,13
male,70,172,77,86,39.5,29,6
female,63,171,72,87,40.3,77,17
female,40,169,63,90,39.7,41,9
female,21,175,68,85,39.4,26,7
female,51,175,75,105,40.8,155,25
female,77,153,54,102,40.7,146,22
male,54,186,84,110,40.9,219,28
male,71,192,97,104,40.6,177,22
male,31,173,79,85,38.6,11,4
male,36,198,100,107,40.4,130,19
female,40,153,52,80,39.8,33,9
female,22,161,58,97,40.7,117,23
female,31,149,52,108,40.6,150,23
male,47,182,88,99,40.4,113,19
male,24,186,86,99,40.7,105,22
female,23,158,53,93,40,66,14
female,26,162,59,82,39.9,39,11
male,59,180,87,88,39.4,53,11
male,60,187,92,112,40.8,215,25
female,26,158,56,97,40.4,114,22
male,35,196,93,104,40,68,11
female,39,160,54,88,39.1,22,5
female,26,172,67,120,40.9,165,22
female,21,153,55,89,40.3,72,17
male,31,182,82,97,39.7,43,9
male,29,182,82,91,40.2,48,13
female,23,155,59,101,40.9,160,29
male,57,179,77,95,40.4,95,17
female,28,162,66,83,38.9,14,4
male,34,184,83,115,40.7,213,28
male,29,182,79,100,40.7,145,29
female,32,174,65,109,40.7,142,22
female,48,167,68,98,40.3,99,18
male,79,193,96,91,38.4,32,5
male,28,189,84,81,39.1,13,6
male,20,193,97,97,40.7,95,21
female,20,168,59,85,37.9,8,2
female,32,163,65,93,40.6,114,24
female,68,181,73,89,38.9,15,3
female,25,175,72,83,39.3,34,10
female,46,168,68,102,40.7,112,19
male,64,197,104,105,41.3,216,27
male,20,177,79,81,38.9,7,4
female,57,155,55,99,40.3,113,19
female,78,161,56,106,40.6,177,25
male,32,189,95,110,41,203,29
female,33,169,70,98,40.7,125,24
male,46,185,94,87,40.1,38,9
male,20,175,74,108,41.2,153,27
female,21,166,63,87,39.5,28,7
female,47,162,57,106,40.6,156,24
female,39,169,67,104,41.1,162,27
female,79,163,66,90,38.3,10,2
female,39,170,72,86,40.1,44,11
male,74,191,94,90,40.1,54,9
female,53,167,61,84,39.5,38,9
male,69,183,84,112,40.7,257,29
male,26,180,83,89,39.5,36,11
male,22,176,75,106,40.6,143,26
female,21,175,69,98,39.7,50,10
male,32,185,89,101,40.3,144,26
male,44,186,86,97,40.5,147,27
female,20,155,51,98,39.7,58,11
male,37,184,82,90,39.8,47,12
female,47,160,61,89,40,51,11
male,74,201,108,87,38.9,29,5
male,76,188,90,109,40.9,266,30
female,23,165,66,95,40.1,62,13
female,23,171,63,104,40.8,139,24
male,57,189,89,95,40.1,76,13
female,35,165,61,92,39.6,33,7
male,66,181,88,104,41,213,28
male,63,181,85,96,40.9,99,16
female,32,165,61,79,38.6,10,3
female,37,167,62,78,38.8,10,3
male,37,179,79,85,38.6,9,3
male,22,202,105,113,41,216,30
male,30,186,80,89,39.5,27,8
male,37,180,77,104,40.5,143,24
female,52,158,60,109,40.8,158,23
female,33,170,65,105,41,181,30
female,27,164,65,104,40.6,117,20
male,64,192,93,93,40.1,83,14
male,28,185,89,84,38.7,8,3
female,36,177,73,109,40.9,192,30
female,21,163,58,84,38.1,7,2
female,72,170,67,80,38.5,16,4
male,61,166,69,106,40.9,210,29
male,79,188,93,107,40.5,184,21
female,22,148,51,102,40.5,109,19
male,65,190,91,114,40.5,246,27
female,64,143,49,99,40.5,123,20
female,54,194,94,108,40.6,171,27
female,25,165,63,113,40.8,176,26
female,38,162,60,102,40.3,100,17
female,59,150,59,89,39.6,39,8
male,55,198,99,83,39.7,29,7
female,43,188,83,113,40.7,171,25
male,33,190,92,98,40.3,78,15
male,78,181,82,112,40.6,259,28
male,22,177,80,97,40.1,51,12
male,40,192,90,91,40.4,62,14
male,49,169,78,96,39.7,54,10
female,23,172,70,104,40.4,97,17
female,23,183,74,88,38.8,16,4
female,21,172,71,108,40.8,164,27
male,20,164,70,99,40.6,80,19
male,61,185,92,111,41.1,255,30
male,72,181,88,111,40.9,241,27
male,41,188,90,91,40.4,72,16
female,28,175,66,107,41.5,184,30
female,30,172,70,102,40.6,129,23
male,33,183,87,95,39.4,19,4
female,66,156,54,77,39.5,34,9
female,55,162,64,107,40.8,173,26
female,39,159,61,92,40.1,82,17
male,44,200,106,90,39.9,58,12
male,37,184,86,85,39.2,20,6
male,79,176,82,109,40.8,265,30
male,39,171,77,103,40.4,94,16
male,24,191,89,87,39,15,5
female,25,148,44,110,40.7,195,29
male,34,172,77,105,40.7,149,25
female,41,153,60,85,39.3,29,7
male,32,176,74,106,40.5,125,21
male,27,213,119,87,39.9,34,9
female,48,156,59,109,40.4,129,19
female,24,169,68,105,40.5,128,22
female,46,172,72,101,40.4,115,20
female,26,177,75,94,40.6,69,15
male,39,174,76,85,40,38,12
female,63,165,61,91,39.6,41,8
female,44,167,67,94,39.9,65,13
male,76,186,96,93,40,73,11
male,77,192,94,82,38.3,15,3
male,26,191,93,105,40.9,148,25
female,73,184,83,121,40.6,205,25
male,29,184,85,105,40.9,142,24
female,39,171,67,91,40.4,88,19
female,67,153,54,90,39.9,67,13
female,22,150,49,94,39.6,39,8
male,40,181,81,88,40,34,9
male,46,191,87,89,38.7,22,5
male,37,170,68,96,40.6,73,16
male,42,175,77,88,39.6,34,9
male,78,188,95,90,39,25,4
female,56,174,72,108,40.5,167,25
female,21,161,56,84,39.1,22,6
male,31,198,106,88,40.1,43,11
male,25,188,85,93,39.9,47,12
male,31,187,91,96,40.4,67,14
male,31,189,88,110,40.6,184,27
female,37,172,64,85,38.4,8,2
female,64,157,59,84,38.6,13,3
male,45,179,79,108,40.4,196,28
male,20,182,85,81,38.6,6,3
male,45,186,84,78,39.4,18,7
male,39,185,87,110,40.9,187,26
male,26,194,93,78,39.4,11,6
female,30,171,67,82,38.8,14,4
female,62,160,64,104,40.8,161,25
male,38,184,87,98,40.7,112,21
female,23,167,63,96,40.5,69,14
female,22,162,55,94,39.7,48,10
male,42,208,108,86,39.5,37,9
female,55,162,57,122,40.9,234,28
female,55,155,52,100,40.5,109,18
female,46,151,56,81,38.3,8,2
female,69,156,58,102,40.5,123,19
female,64,153,53,108,40.4,170,24
female,22,166,59,82,39.7,24,7
female,22,163,63,106,40.4,114,19
female,39,170,75,106,40.7,159,26
male,37,171,78,92,40.3,58,14
male,28,194,95,106,40.5,149,24
male,69,188,92,91,40.2,100,17
female,34,149,52,98,40.7,126,23
male,40,186,93,85,39.6,32,9
female,57,176,74,94,40.1,62,12
female,41,161,61,84,39.9,44,11
female,37,151,52,89,40.4,69,15
male,33,176,80,79,38.4,4,2
female,43,171,69,89,39.8,53,12
male,23,201,101,103,40.9,153,27
male,22,193,99,99,40.3,94,19
male,46,179,84,78,37.3,3,1
male,30,173,79,81,38.6,7,3
male,22,195,96,92,40.1,38,10
female,24,167,63,107,40.8,159,26
female,37,147,49,102,40.3,162,27
female,44,177,71,104,40.5,145,24
female,24,169,59,109,40.6,134,21
male,61,184,86,101,40.8,151,22
male,56,196,101,87,39.9,43,9
female,47,157,57,86,37.9,9,2
female,45,174,68,103,40.4,144,24
female,29,179,69,92,40.4,63,14
male,61,186,83,83,38.8,12,3
male,32,192,90,83,38.2,6,2
female,38,179,79,114,40.7,200,29
female,28,155,61,90,39.7,44,10
female,74,163,64,103,40.7,164,25
male,24,179,79,76,38.8,5,4
female,24,158,54,90,39.7,49,11
female,23,198,82,100,40.4,87,17
female,59,168,67,91,39.6,25,5
female,26,170,70,82,38.5,10,3
female,64,167,62,104,40.4,137,21
male,33,193,97,103,40.8,163,27
male,26,187,85,107,40.5,151,25
male,26,194,89,110,40.6,191,29
female,66,152,54,88,39.4,45,9
male,29,187,84,93,40.5,65,16
male,47,202,106,84,38.7,12,3
female,31,169,66,102,40.1,108,19
male,28,176,74,103,40.1,80,15
male,29,196,92,96,40.4,89,19
male,42,178,78,103,40.7,152,25
male,23,185,88,90,39.5,17,5
male,38,177,79,99,40.6,111,21
female,33,182,76,101,40.9,158,29
male,32,177,77,102,40.6,157,29
female,35,163,63,102,39.8,110,19
female,32,161,61,78,38.6,10,3
male,72,195,103,93,39.6,39,6
female,22,157,53,89,39.6,39,9
female,60,157,59,90,40.4,60,12
female,29,165,64,76,39.2,14,5
male,62,170,77,86,39.6,40,9
male,66,182,86,91,39.5,50,9
female,58,154,61,103,40.5,139,22
male,46,181,82,86,38.9,15,4
female,30,167,65,98,40.7,115,22
male,72,208,110,97,39.9,117,16
male,55,184,86,83,37.6,8,2
female,65,168,70,83,39.5,33,8
male,52,184,85,89,39.2,32,7
male,65,179,89,88,39.4,36,7
female,57,157,57,89,39.9,68,14
female,69,154,53,103,40.6,133,20
male,25,173,77,94,39.4,35,9
female,21,175,74,85,39.5,29,8
female,25,133,45,89,39.5,27,6
female,54,163,60,94,39.8,53,10
male,44,178,87,84,38.2,7,2
female,29,162,64,90,39.3,26,6
female,42,158,60,99,40.7,135,24
female,47,152,55,106,40.8,183,28
female,58,177,68,88,39.9,42,9
female,63,170,71,74,38.7,10,3
female,52,191,86,105,40.7,146,24
female,62,152,54,108,40.9,169,24
male,24,177,71,109,40.8,161,27
female,51,156,63,92,40.1,45,9
female,67,165,67,89,38.9,20,4
female,59,172,73,107,40.3,152,23
female,27,158,59,106,40.4,147,24
female,25,172,70,92,40.6,71,16
female,52,152,58,92,39.5,51,10
male,23,197,96,85,38.7,11,4
female,59,159,61,102,40.8,150,24
female,29,162,65,94,39.8,53,11
female,21,171,68,81,39.7,29,9
male,37,169,69,94,39.5,39,9
male,27,185,88,103,40,78,14
female,28,154,52,92,40.7,95,20
male,23,172,78,100,40.6,94,20
female,37,165,61,98,40.1,65,12
male,61,200,99,78,39.7,33,9
female,31,157,54,84,39.8,31,8
male,27,175,80,101,40.9,137,27
female,44,163,63,107,40.5,129,20
female,44,157,61,85,39.2,25,6
female,38,177,77,83,40.1,51,14
male,44,186,93,93,40.4,105,21
male,54,189,94,93,39.8,44,8
female,53,159,64,95,39.9,59,11
female,57,171,65,88,40.3,70,15
male,34,183,83,86,39.2,16,5
female,32,160,56,97,40.2,58,11
female,42,173,71,106,40.9,168,27
female,68,168,70,108,40.6,159,23
female,20,179,74,92,38.7,13,3
male,37,181,86,97,40.6,112,22
male,27,195,90,82,39.1,12,5
female,24,144,47,105,40.6,147,24
female,22,164,64,94,39.2,37,8
female,72,166,67,91,39.4,31,6
female,37,174,71,86,39.9,28,7
male,62,189,95,88,39.3,31,6
female,54,171,70,111,41,182,26
female,25,154,54,98,40.4,106,20
male,45,178,76,96,40.1,97,19
male,77,205,104,91,40,65,10
female,31,152,56,99,39.8,60,11
female,73,140,44,95,40.3,72,12
female,77,158,59,82,38.5,9,2
female,27,169,69,80,38.6,6,2
female,31,171,64,88,39.3,25,6
male,68,163,62,112,40.8,242,29
female,59,169,70,92,39.4,40,8
male,73,196,103,104,40.6,165,20
male,31,183,90,89,39.5,30,8
male,25,190,90,87,40.2,46,15
male,61,189,88,105,40.3,128,17
female,48,165,59,104,40.7,119,19
male,61,189,94,98,40.7,92,14
female,41,164,63,87,40.2,47,11
male,24,196,93,82,40,19,8
male,59,201,110,86,39.6,40,8
female,69,154,59,99,40.8,98,16
male,33,197,100,90,38.5,12,3
female,45,168,71,113,40.9,204,29
male,64,194,96,106,40.7,215,27
female,29,160,54,101,39.7,46,8
female,64,153,54,95,40.1,91,16
female,26,170,63,91,40.1,49,11
female,79,191,87,98,40.1,104,18
male,31,178,78,106,40.4,114,19
female,45,154,52,107,40.6,173,26
male,38,174,74,102,40.9,158,28
male,59,182,83,89,39.4,34,7
female,64,186,83,117,40.9,221,29
female,20,169,61,102,41,155,28
female,54,141,48,103,40.3,116,18
female,45,171,66,82,39.2,23,6
male,49,177,76,100,40.6,112,19
female,30,176,71,82,38.6,14,4
female,24,152,55,88,39.7,46,11
male,25,181,83,83,40.4,35,15
male,47,188,95,81,39.4,20,6
female,22,169,69,106,40.3,100,17
male,36,190,91,109,40.7,188,27
male,72,183,94,88,39.6,50,9
male,69,185,85,113,40.7,271,30
male,36,179,83,109,40.5,156,23
male,20,182,83,91,40.2,46,14
male,57,188,88,101,41.3,174,26
female,23,151,48,110,40.9,192,29
female,32,164,64,81,38.5,10,3
female,48,182,78,79,39.3,20,6
male,22,179,83,90,38.8,13,4
female,45,173,66,79,39.3,17,5
female,22,151,52,79,38.6,10,3
female,52,164,59,101,40.9,145,24
female,41,173,69,92,40,81,17
male,28,189,90,82,38.8,12,5
male,32,176,79,85,38.7,9,3
female,21,169,60,84,39.2,18,5
male,22,172,75,98,39.9,60,14
female,55,141,52,103,40.1,102,16
male,47,187,97,90,40.4,95,20
female,38,159,64,104,40.3,127,21
female,39,162,68,102,40.2,98,17
female,53,139,48,101,40.6,180,29
female,74,174,74,95,40,78,14
female,43,180,74,92,40,47,10
male,41,164,68,92,39.9,54,13
female,72,163,68,89,39.8,45,9
male,24,176,82,107,40.2,118,20
female,51,169,63,80,38.6,11,3
male,46,184,84,80,38.7,9,3
male,30,189,90,110,40.7,150,22
male,50,209,108,95,40.2,112,19
female,23,160,66,95,40.1,62,13
female,25,173,69,88,39.4,32,8
female,70,154,57,81,38.7,17,4
female,78,151,53,102,40.2,93,14
male,23,181,85,93,40.4,72,19
male,68,185,87,101,39.9,72,10
female,57,160,67,109,40.6,185,27
male,40,182,86,93,39.3,32,7
male,22,177,80,86,39.5,18,7
male,24,181,79,98,40.5,80,18
male,22,174,71,82,38.9,11,6
female,21,156,54,93,40.9,122,26
male,38,185,86,91,40.3,55,13
female,53,167,66,90,39.6,48,10
male,50,180,88,88,40.2,62,14
male,42,174,76,84,40.4,44,14
female,34,159,60,96,40.7,88,17
male,62,196,93,106,40.8,203,26
female,58,171,68,102,40.7,184,30
male,60,189,90,90,39.3,52,10
male,53,184,88,89,39.1,24,5
female,20,164,63,113,40.5,147,22
male,38,198,106,99,40.8,153,26
male,71,185,98,98,40.2,100,14
female,31,152,54,92,39.8,76,16
male,33,180,83,103,40.6,115,20
female,65,176,72,72,37.9,6,2
male,65,190,94,102,40.9,192,26
male,40,182,81,103,41.4,181,30
male,39,173,78,89,39.4,27,7
male,55,188,92,117,40.6,219,24
female,48,166,61,83,39.5,32,8
male,51,179,85,102,39.7,85,13
female,37,156,53,108,40.7,185,28
male,54,203,110,94,40.2,96,16
female,47,164,68,90,39.8,46,10
male,59,181,88,97,40.8,130,21
female,22,150,53,101,40.7,117,21
male,30,185,82,97,39.8,51,11
female,30,153,56,93,40,68,14
female,24,176,67,111,40.8,175,27
male,49,180,84,108,40.8,190,26
female,34,166,63,99,40.5,109,20
female,50,184,83,107,40.7,170,27
female,31,146,48,104,40.6,116,19
female,69,157,58,84,39.1,23,5
male,21,199,91,98,40.2,73,16
female,27,170,66,92,40,45,10
male,78,185,85,97,40.9,169,24
male,25,196,92,83,38.5,8,3
male,50,190,93,90,40.3,87,18
male,30,167,70,107,40.9,160,27
male,31,187,92,90,38.6,16,4
male,58,180,79,82,39.5,30,8
male,70,198,106,94,40.3,107,16
female,60,152,58,86,40.2,64,14
female,25,173,69,117,41,207,29
male,62,200,105,91,38.8,29,5
male,31,167,66,88,39.6,24,8
male,50,176,86,112,40.7,192,24
female,36,152,55,121,40.9,206,26
female,44,166,68,107,41.1,179,28
female,40,153,58,97,40.1,81,15
female,29,166,61,99,40.9,156,29
female,48,176,72,87,40,47,11
male,28,196,90,100,40.3,88,17
female,41,164,67,109,40.6,158,24
female,40,152,49,106,40.5,149,23
male,30,194,101,83,39.4,24,8
male,21,175,74,109,41.2,170,29
male,43,187,90,90,39.5,40,9
female,77,164,68,95,40.2,97,17
male,35,182,84,98,41,112,22
female,26,151,53,76,39,12,4
male,20,178,80,112,40.9,173,27
male,48,187,90,95,40.1,87,16
female,20,154,55,88,40.2,54,13
male,30,165,65,87,40.4,45,16
